THC + THCA,CBD + CBDA,THCV + THCVA,CBC + CBCA,CBG + CBGA,CBN + CBNA,ALPHA-BISABOLOL,BORNEOL,CAMPHENE,CARENE,CARYOPHYLLENE OXIDE,BETA-CARYOPHYLLENE,FENCHOL,GERANIOL,ALPHA-HUMULENE,LIMONENE,LINALOOL,MYRCENE,ALPHA-PHELLANDRENE,TERPINOLENE,ALPHA-TERPINEOL,ALPHA-TERPINENE,GAMMA-TERPINENE,TOTAL NEROLIDOL,TOTAL OCIMENE,ALPHA-PINENE,BETA-PINENE
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
